Product name,Price,Discount,Date,Source
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-02,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-03,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-04,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-04,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-04,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-05,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-05,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-05,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-05,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-05,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-05,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-05,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-06,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-06,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-06,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-07,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-08,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-09,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-10,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-11,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-11,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-12,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-13,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-13,Amazon
Apple AirPods Pro (2nd Generation),25990.0,3.38,2023-01-14,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-14,Amazon
Apple AirPods Pro (2nd Generation),26600.0,1.12,2023-01-14,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-14,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-15,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-15,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-15,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-15,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-16,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-16,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-17,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-17,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-17,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-17,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-18,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-18,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-19,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-19,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-19,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-19,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-20,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-21,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-22,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-23,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-24,Amazon
Apple AirPods Pro (2nd Generation),25990.0,3.38,2023-01-24,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-24,Amazon
Apple AirPods Pro (2nd Generation),25990.0,3.38,2023-01-24,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-24,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-24,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-24,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-25,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-25,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-25,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-25,Amazon
Apple AirPods Pro (2nd Generation),26900.0,0.0,2023-01-25,Amazon
Apple AirPods Pro (2nd Generation),24990.0,7.1,2023-01-25,Amazon
